Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8487,0.8521,0.8487,0.7384,0.8523,0.8715,0.8523,0.8521,0.8579,0.8788,0.8579,0.8579,0.9645,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0107, 'anger': 0.0058, 'anticipation': 0.0067, 'trust': 0.0087, 'surprise': 0.0076, 'sadness': 0.0122, 'disgust': 0.0066, 'joy': 0.0058, 'a_score': 0.4356}",RandomForestClassifier()
DecisionTreeClassifier,0.8503,0.8656,0.8503,0.7858,0.8509,0.8652,0.8509,0.8502,0.8578,0.8732,0.8578,0.8573,0.9522,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0118, 'anger': 0.0066, 'anticipation': 0.0108, 'trust': 0.0107, 'surprise': 0.0084, 'sadness': 0.0109, 'disgust': 0.0088, 'joy': 0.009, 'a_score': 0.4361}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8513,0.867,0.8513,0.7897,0.8506,0.8667,0.8506,0.8502,0.8578,0.8748,0.8578,0.8574,0.9514,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0115, 'anger': 0.0066, 'anticipation': 0.0105, 'trust': 0.0102, 'surprise': 0.0085, 'sadness': 0.0117, 'disgust': 0.0087, 'joy': 0.0091, 'a_score': 0.4391}",DecisionTreeClassifier()
RandomForestClassifier,0.8494,0.853,0.8494,0.7423,0.8522,0.8711,0.8522,0.852,0.8576,0.8781,0.8576,0.8578,0.9645,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0088, 'anger': 0.0046, 'anticipation': 0.007, 'trust': 0.0089, 'surprise': 0.0059, 'sadness': 0.0111, 'disgust': 0.0064, 'joy': 0.0099, 'a_score': 0.4379}",RandomForestClassifier()
DecisionTreeClassifier,0.85,0.8652,0.85,0.7859,0.8507,0.8668,0.8507,0.8503,0.8575,0.8748,0.8575,0.8572,0.9525,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0107, 'anger': 0.0083, 'anticipation': 0.0103, 'trust': 0.011, 'surprise': 0.009, 'sadness': 0.0119, 'disgust': 0.0084, 'joy': 0.0092, 'a_score': 0.4379}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8514,0.8679,0.8514,0.79,0.8501,0.8656,0.8501,0.8499,0.857,0.8738,0.857,0.8569,0.9538,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0105, 'anger': 0.0072, 'anticipation': 0.0108, 'trust': 0.0108, 'surprise': 0.0095, 'sadness': 0.0101, 'disgust': 0.0081, 'joy': 0.0115, 'a_score': 0.4386}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8494,0.8655,0.8494,0.784,0.8509,0.8645,0.8509,0.8503,0.857,0.8716,0.857,0.8566,0.9513,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0116, 'anger': 0.0076, 'anticipation': 0.0094, 'trust': 0.0101, 'surprise': 0.0089, 'sadness': 0.011, 'disgust': 0.0082, 'joy': 0.0095, 'a_score': 0.4365}",DecisionTreeClassifier()
RandomForestClassifier,0.8463,0.839,0.8463,0.7053,0.8471,0.8374,0.8471,0.8372,0.8568,0.8496,0.8568,0.8481,0.9636,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0083, 'anger': 0.0053, 'anticipation': 0.0075, 'trust': 0.0106, 'surprise': 0.0071, 'sadness': 0.0111, 'disgust': 0.0066, 'joy': 0.0089, 'a_score': 0.4098}",RandomForestClassifier()
RandomForestClassifier,0.852,0.8445,0.852,0.7221,0.8476,0.8382,0.8476,0.8379,0.8567,0.8496,0.8567,0.8482,0.9647,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0083, 'anger': 0.0055, 'anticipation': 0.0081, 'trust': 0.0093, 'surprise': 0.0068, 'sadness': 0.0111, 'disgust': 0.0064, 'joy': 0.0099, 'a_score': 0.4119}",RandomForestClassifier()
DecisionTreeClassifier,0.852,0.8668,0.852,0.7879,0.8506,0.8656,0.8506,0.8504,0.8565,0.8724,0.8565,0.8564,0.9523,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0119, 'anger': 0.0077, 'anticipation': 0.0112, 'trust': 0.01, 'surprise': 0.0094, 'sadness': 0.0113, 'disgust': 0.0089, 'joy': 0.0131, 'a_score': 0.4368}",DecisionTreeClassifier()
RandomForestClassifier,0.8466,0.8517,0.8466,0.7392,0.8519,0.866,0.8519,0.8514,0.8565,0.872,0.8565,0.8562,0.9638,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0093, 'anger': 0.0052, 'anticipation': 0.0069, 'trust': 0.0091, 'surprise': 0.007, 'sadness': 0.0128, 'disgust': 0.0064, 'joy': 0.0096, 'a_score': 0.4338}",RandomForestClassifier()
DecisionTreeClassifier,0.8473,0.8628,0.8473,0.7764,0.8485,0.8644,0.8485,0.8486,0.8564,0.8733,0.8564,0.8566,0.9512,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0104, 'anger': 0.0079, 'anticipation': 0.0108, 'trust': 0.0101, 'surprise': 0.0085, 'sadness': 0.0113, 'disgust': 0.0085, 'joy': 0.0121, 'a_score': 0.4387}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8487,0.8634,0.8487,0.7842,0.8501,0.8639,0.8501,0.8498,0.8563,0.8711,0.8563,0.8562,0.9525,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0105, 'anger': 0.007, 'anticipation': 0.0099, 'trust': 0.0109, 'surprise': 0.0086, 'sadness': 0.0113, 'disgust': 0.0082, 'joy': 0.0126, 'a_score': 0.4365}",DecisionTreeClassifier()
RandomForestClassifier,0.8511,0.8418,0.8511,0.7099,0.8475,0.8375,0.8475,0.8368,0.8561,0.8482,0.8561,0.8461,0.9649,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.008, 'anger': 0.006, 'anticipation': 0.0076, 'trust': 0.0106, 'surprise': 0.0074, 'sadness': 0.011, 'disgust': 0.0064, 'joy': 0.01, 'a_score': 0.4117}",RandomForestClassifier()
DecisionTreeClassifier,0.8491,0.864,0.8491,0.7825,0.8499,0.8649,0.8499,0.8494,0.856,0.8716,0.856,0.8555,0.9515,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.012, 'anger': 0.0065, 'anticipation': 0.0107, 'trust': 0.0112, 'surprise': 0.0084, 'sadness': 0.0125, 'disgust': 0.008, 'joy': 0.0097, 'a_score': 0.4389}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8499,0.8656,0.8499,0.7848,0.849,0.8635,0.849,0.8489,0.8555,0.8707,0.8555,0.8556,0.9532,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0105, 'anger': 0.0065, 'anticipation': 0.0118, 'trust': 0.0106, 'surprise': 0.0084, 'sadness': 0.0099, 'disgust': 0.0081, 'joy': 0.013, 'a_score': 0.4364}",DecisionTreeClassifier()
RandomForestClassifier,0.8486,0.8487,0.8486,0.7321,0.8463,0.8375,0.8463,0.8373,0.8553,0.8486,0.8553,0.8474,0.9642,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0089, 'anger': 0.0062, 'anticipation': 0.0074, 'trust': 0.0097, 'surprise': 0.0072, 'sadness': 0.0109, 'disgust': 0.0064, 'joy': 0.0096, 'a_score': 0.4126}",RandomForestClassifier()
RandomForestClassifier,0.8484,0.8538,0.8484,0.7468,0.8466,0.8368,0.8466,0.837,0.8553,0.8475,0.8553,0.8466,0.9646,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0099, 'anger': 0.0052, 'anticipation': 0.0076, 'trust': 0.0106, 'surprise': 0.0071, 'sadness': 0.0101, 'disgust': 0.006, 'joy': 0.0097, 'a_score': 0.4099}",RandomForestClassifier()
RandomForestClassifier,0.851,0.8439,0.851,0.7143,0.8465,0.8358,0.8465,0.8351,0.8549,0.8463,0.8549,0.8445,0.9645,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0095, 'anger': 0.0062, 'anticipation': 0.0073, 'trust': 0.0101, 'surprise': 0.0073, 'sadness': 0.0116, 'disgust': 0.0071, 'joy': 0.0093, 'a_score': 0.4107}",RandomForestClassifier()
RandomForestClassifier,0.8472,0.8514,0.8472,0.7354,0.8462,0.8354,0.8462,0.8349,0.8545,0.8459,0.8545,0.8441,0.9639,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0094, 'anger': 0.0056, 'anticipation': 0.0072, 'trust': 0.0096, 'surprise': 0.0071, 'sadness': 0.0112, 'disgust': 0.0059, 'joy': 0.0102, 'a_score': 0.409}",RandomForestClassifier()
